"id","Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","Release_Year","RYM_Rating","Genres","Language","Tracks","Colorscheme","RYM_Rank","Num_of_RYM_Ratings","avg_pop","max_pop","min_pop","med_pop","n"
1878,72,331,"Detroit Stories","Alice Cooper","2021-02-26","The latest full-length solo release for the shock rocker features a few songs from his 2019 EP Breadcrumbs, new covers and songs.",2021,3.01,"Hard Rock
Blues Rock, Boogie Rock, Glam Rock","English","['Rock & Roll', 'Go Man Go', 'Our Love Will Change the World', 'Social Debris', '$1000 High Heel Shoes', 'Hail Mary', 'Detroit City 2021', 'Drunk and in Love', 'Independence Dave', 'I Hate You', 'Wonderful World', 'Sister Anne', ""Hanging by a Thread (Don't Give Up)"", 'Shut Up and Rock', 'East Side Story']","['#959da8', '#374858', '#88888a', '#47586a', '#6b809b', '#9ca8b4']","#1,252 for 2021",465,13.8,24,10,12,15
1879,72,332,"Poster Girl","Zara Larsson","2021-03-05","The third full-length release for the Swedish pop artist features a guest appearance from Young Thug.",2021,2.63,"Dance-Pop, Contemporary R&B, Electropop
Nu-Disco, Funktronica, Future Bass","English","['Love Me Land', 'Talk About Love', 'Need Someone', 'Right Here', 'WOW', 'Poster Girl', 'I Need Love', 'Look What You’ve Done', 'Ruin My Life', 'Stick With You', 'FFF', 'What Happens Here']","['#985c66', '#99858e', '#e18256', '#4c3d74', '#80a4ba', '#cf3766', '#c29795']","#1,958 for 2021",570,44.5833333333333,64,34,43,12
1880,72,333,"Exit Wounds","The Wallflowers","2021-07-09","The first new full-length release in nine years for the Jakob Dylan-led rock project was produced by Butch Walker.",2021,3.01,"Country Rock, Roots Rock
Folk Rock","English","['Maybe Your Heart’s Not in It No More', 'Roots and Wings', 'I Hear the Ocean (When I Wanna Hear Trains)', 'The Dive Bar in My Heart', 'Darlin’ Hold On', 'Move the River', 'I’ll Let You Down (But Will Not Give You Up)', 'Wrong End of the Spear', 'Who’s That Man Walking ‘Round My Garden', 'The Daylight Between Us']","['#bab8ab', '#3f1b63', '#9f8f9c', '#543860']","",125,32.1,47,21,30,10
1881,71,334,"Get Up Sequences, Pt. 1","The Go! Team","2021-07-02","The sixth full-length release for the British indie rock band features vocals from the Kansas City Girl Choir.",2021,NA,"Indie Pop
Pop Rap, Indietronica, Psychedelic Pop","English","['Look Away, Look Away', 'Divebomb', ""Getting to Know (All the Ways We're Wrong for Each Other)"", 'Stay and Ask Me in a Different Way', 'The Me Frequency', 'Whammy-O', 'But We Keep on Trying', 'Sock It to Me', 'Going Nowhere', 'Gemini', 'Train Song', 'Baby']","['#8d2627', '#95b1bc', '#bb493e', '#cb9f34', '#5988b2']","",NA,15.6,29,10,15,10
1882,71,335,"Exodus 1:7","DMX","2021-05-28","The posthumous release for the rapper features guest appearances from Benny The Butcher, Bono, Conway The Machine, Cross, Denaun, Icepick, Infrared, Jay-Z, Brian King Joseph, Alicia Keys, Lil Wayne, Moneybagg Yo, Nas, Exodus Simmons, Snoop Dogg, Swizz Beatz, The LOX, Usher, and Westside Gunn.",2021,2.63,"East Coast Hip Hop, Hardcore Hip Hop
Conscious Hip Hop, Boom Bap","English","[""That's My Dog"", 'Bath Salts', ""Dog's Out"", 'Money Money Money', 'Hold Me Down', 'Skyscrapers', 'Male Stick Up Skit', 'Hood Blues', 'Take Control', 'Walking in the Rain', 'Exodus Skit', 'Letter to My Son (Call Your Father)', 'Prayer']","['#939798', '#6a6e6f', '#c0c4c5', '#8c908f']","#1,998 for 2021",771,31.9230769230769,44,0,35,13
1883,71,336,"Is 4 Lovers","Death from Above","2021-03-26","The fourth full-length studio release for the Canadian dance-punk duo was self-produced and recorded.",2021,3.14,"Dance-Punk
Alternative Dance, Sasscore, Noise Rock, Post-Hardcore, Hard Rock, Indie Rock","English","['Modern Guy', 'One + One', 'Free Animal', 'N.Y.C. Power Elite Part I', 'N.Y.C. Power Elite Part II', 'Totally Wiped Out', 'Glass Homes', 'Love Letter', 'Mean Streets', 'No War']","['#7f524f', '#bcbeb3', '#be9885', '#a4a38f']","#1,015 for 2021",1507,29.1,41,22,28,10
1884,71,337,"Old Friends New Friends","Nils Frahm","2021-12-03","The two-disc release from Nils Frahm features 23 solo piano compositions recorded between 2009 and 2021 that were not included on previous albums.",2021,3.28,"Modern Classical
Ambient, Impressionism","","['4:33 (A Tribute to John Cage)', 'Late', 'Berduxa', 'Rain Take', 'Todo Nada', 'Weddinger Walzer', 'In the Making', 'Further in the Making', 'All Numbers End', 'The Idea Machine', 'Then Patterns', 'Corn', 'New Friend', 'Nils Has a New Piano', 'Acting', 'As a Reminder', 'Iced Wood', 'Strickleiter', 'The Chords', 'The Chords Broken Down', 'Forgetmenot', 'Restive', 'Old Friend']","['#9c8164', '#b8b9bb', '#c4c5c4', '#5b4c39', '#6b6d6c', '#7a7a7a']","#1,049 for 2021",245,36.1,61,28,33,20
1885,71,338,"Take the Sadness Out of Saturday Night","Bleachers","2021-07-30","The third full-length studio release for the Jack Antonoff solo project features guest appearances from Lana Del Rey and Bruce Springsteen.",2021,3.09,"Pop Rock, Indie Pop
Heartland Rock, Singer-Songwriter, Contemporary Folk, Chamber Pop","English","['91', 'Chinatown', 'How Dare You Want More', 'Big Life', 'Secret Life', 'Stop Making This Hurt', ""Don't Go Dark"", '45', 'Strange Behavior', ""What'd I Do With All This Faith?""]","['#9b9599', '#544548', '#b5b2ab', '#6a77ae', '#8d93d1']","#1,125 for 2021",1068,46.7,54,37,48.5,10
1886,70,339,"Snoop Dogg Presents: The Algorithm","Snoop Dogg","2021-11-19","The first release on the Def Jam label for rapper Snoop Dogg features guest appearances from such artists as Eric Bellinger, Benny The Butcher, Mary J. Blige, Blxst, Busta Rhymes, D Smoke, Dave East, Fabolous, Jadakiss, October London, Malaya, Method Man, Redman, Ty Dolla $ign, Usher, and Wiz Khalifa.",2021,2.62,"Smooth Soul
G-Funk, Philly Soul, Trap, Contemporary R&B, Neo-Soul, West Coast Hip Hop, Pop Rap, Reggae, Gangsta Rap","English","['Keen on Ridin', 'Snoop Dogg & Tha Eastsidaz - Bad', 'Touch Away', 'Snoop Dogg & Champ Medici - Bron & Bronny', 'Snoop Dogg, Raphael Saadiq & Miguel - Everybody Watching', 'Snoop Dogg, Artist1218333] & LaToiya Williams - Mulholland Drive', 'Snoop Dogg & Jane Handcock - Mad Mans World', 'Snoop Dogg & Uncle Chucc - World Go Round', 'Snoop Dogg &  Dogg Pound - Whoopty Whoop', 'Snoop Dogg & 84faces - Higher Power', 'Snoop Dogg & Minnie Merda - Put You Thru Hell', 'Snoop Dogg & October London - Bailia Conmigo', 'Snoop Dogg & Stokely - Verbalize', 'Snoop Dogg & Raphael Saadiq - Wait a Minute Baby', 'Snoop Dogg & HeyDeon - Runnin']","['#9ea3a7', '#afe7e6', '#b93c3a', '#614b19']","",60,27.8,41,0,28,20
1887,70,340,"A Beautiful Revolution, Vol. 2","Common","2021-09-10","The 14th full-length studio release for the Chicago rapper features guest appearances from Black Thought, Brittany Howard, Marcus King, Seun Kuti, Jessica Care Moore, Morgan Parker, PJ, and Isaiah Sharkey.",2021,3,"Conscious Hip Hop, Jazz Rap
Neo-Soul, Contemporary R&B","English","['Intro (Push Out the Noise)', 'A Beautiful Chicago Kid', 'When We Move', 'Set It Free', 'Majesty (Where We Gonna Take It)', 'Poetry', 'Saving Grace', 'Star of the Gang', 'Imagine', 'Get It Right', 'Outro (Exclamation Point)']","['#8b8398', '#9a4b68', '#fb34a8', '#ff4aaf']","#1,444 for 2021",278,26.4444444444444,50,14,25,9
1888,70,341,"This Is Really Going To Hurt","Flyte","2021-04-09","The second full-length British indie trio was recorded in Los Angeles with Justin Raisen, Andrew Sarlo  and mixing engineer Ali Chant.",2021,3.3,"Indie Folk, Pop Rock
Folk Rock, Americana","","['Easy Tiger', 'Losing You', ""I've Got a Girl"", 'Under the Skin', ""Everyone's a Winner"", 'Trying to Break Your Heart', 'Love Is an Accident', ""There's a Woman"", 'Mistress America', 'Never Get to Heaven']","['#89968f', '#c7b7ae', '#b5bbb9', '#a8b0a5', '#7a7b7a']","#1,776 for 2021",143,37.3,50,25,38.5,10
1889,70,342,"Love for Sale","Tony Bennett","2021-10-01","Tony Bennett and Lady Gaga reunite for an album of Cole Porter songs accompanied by the Brian Newman Quintet with arrangements by Marion Evans & Jorge Callandrelli.",2021,3.12,"Standards, Vocal Jazz
Big Band, Traditional Pop","English","[""It's De-Lovely"", 'Night and Day', 'Love for Sale', 'Lady Gaga - Do I Love You', ""I've Got You Under My Skin"", 'I Concentrate on You', 'I Get a Kick Out of You', 'Tony Bennett - So in Love', ""Lady Gaga - Let's Do It"", 'Dream Dancing', 'Tony Bennett - Just One of Those Things', ""You're the Top""]","['#b9b4a5', '#b86150', '#7f7b7a', '#bdb2ae', '#c9c3b7', '#c2b7b3']","#1,082 for 2021",473,42.9166666666667,53,36,42,12
1890,70,343,"You Hear Georgia","Blackberry Smoke","2021-05-28","The seventh full-length studio release for the Atlanta rock band was produced by Dave Cobb and features guest appearances from Jamey Johnson and Warren Haynes.",2021,3.41,"Southern Rock, Country
Country Rock, Hard Rock","","['Live It Down', 'You Hear Georgia', 'Hey Delilah', 'Ain’t the Same', 'Lonesome for a Livin’', 'All Rise Again', 'Old Enough to Know', 'Morningside', 'All Over the Road', 'Old Scarecrow']","['#695232', '#968261', '#af9b66', '#b7a18c', '#cbbd9a']","",87,34.4,42,24,35,10
1891,70,344,"The Lockdown Sessions","Elton John","2021-10-22","The latest full-length release for the pop singer-songwriter features both new originals and cover songs recorded remotely with such artists as 6LACK, Jimmie Allen, Glen Campbell, Brandi Carlile, Miley Cyrus, Gorillaz, SG Lewis, Lil Nas X, Dua Lipa, Nicki Minaj, Stevie Nicks, Charlie Puth, Rina Sawayama, Surfaces, Eddie Vedder, Stevie Wonder, Years & Years, and Young Thug.",2021,2.4,"Pop
Pop Rock, Dance-Pop, Nu-Disco, Adult Contemporary, Electropop, Contemporary R&B, Pop Soul, Country Pop","English","['Cold Heart’ (PNAU Remix)', 'Always Love You', 'Surfaces - Learn to Fly', 'After All', 'Chosen Family', 'Gorillaz - The Pink Phantom', 'It’s a sin’ (global reach mix)', 'Miley Cyrus - Nothing Else Matters', 'Orbit', 'Simple Things', 'Beauty in the Bones', 'Lil Nas X - One of Me', 'E-Ticket', 'Finish Line', 'Stolen Car', 'I’m Not Gonna Miss You']","['#918f90', '#256082', '#6a6f82', '#838280', '#753b2d', '#a86d7f', '#c67c4d']","",337,31.8125,71,0,26.5,16
1892,70,345,"Sob Rock","John Mayer","2021-07-16","The eighth full-length studio release for the pop singer-songwriter was co-produced with Don Was.",2021,2.96,"Soft Rock, Pop Rock
Yacht Rock","English","['Last Train Home', 'Shouldn’t Matter But It Does', 'New Light', 'Why You No Love Me', 'Wild Blue', 'Shot in the Dark', 'I Guess I Just Feel Like', 'Til the Right One Comes', 'Carry Me Away', 'All I Want Is to Be With You']","['#70aead', '#a59e96', '#bcb5ab', '#8eb0af', '#296482']","#1,311 for 2021",980,64.1,76,58,62.5,10
1893,70,346,"Scaled and Icy","Twenty One Pilots","2021-05-21","The sixth full-length studio release for the Ohio was produced and recorded remotely.",2021,2.36,"Indie Pop
Pop Rap, Pop Rock, Indietronica, Alternative Dance, Alt-Pop","English","['Good Day', 'Choker', 'Shy Away', 'The Outside', 'Saturday', 'Never Take It', 'Mulberry Street', 'Formidable', 'Bounce Man', 'No Chances', 'Redecorate']","['#5d7873', '#79bebb', '#4b5c4c', '#8cc4bb', '#ea8cae', '#b1aaa6', '#89894d']","",3621,63,71,58,63,11
1894,70,347,"Rosegold","Ashley Monroe","2021-04-30","The fifth full-length solo release for the Nashville singer-songwriter features contributions from Tyler Cain, Nathan Chapman, Jake Mitchell, Niko Moon, Mikey Reaves, Jordan Reynolds, and Ben West.",2021,2.98,"Pop
Folk Pop, Singer-Songwriter, Alt-Pop, Chamber Pop","English","['Siren', 'Silk', 'Gold', 'See', 'Drive', 'Flying', 'Groove', 'Til It Breaks', 'I Mean It', 'The New Me']","['#a5a09c', '#684b00', '#8c742e', '#c55120']","",85,12.5,26,8,10.5,10
1895,69,348,"Collections from the Whiteout","Ben Howard","2021-03-26","The fourth full-length studio release for the British singer-songwriter  was produced with The National's Aaron Dessner.",2021,3.11,"Singer-Songwriter, Indie Folk
Folktronica, Indie Rock, Ambient Pop","","['Follies Fixture', 'What a Day', 'Crowhurst’s Meme', 'Finders Keepers', 'Far Out', 'Rookery', 'You Have Your Way', 'Sage That She Was Burning', 'Sorry Kid', 'Unfurling', 'Metaphysical Cantations', 'Make Arrangements', 'The Strange Last Flight of Richard Russell', 'Buzzard']","['#cccccc', '#9eb0c0', '#aaaaaa', '#929292', '#545454', '#889093', '#747474']","#1,113 for 2021",406,38.3125,51,31,37,16
1896,69,349,"The Waves Pt. 1","Kele","2021-05-28","The latest full-length solo release for the Bloc Party frontman was self-produced.",2021,2.71,"Indie Pop, Art Rock, Neo-Psychedelia
Ambient Pop, Dream Pop","English","['Message from the Spirit World', ""They Didn't See It Coming"", 'The Way We Live Now', 'How to Beat the Lie Detector', 'Dungeness', 'Nineveh', 'The One Who Held You Up', 'The Patriots', 'Intention', 'Smalltown Boy', 'From a Place of Love', 'The Heart of the Wave', 'Cradle You [bonus track]']","['#7a7a7a', '#cccccc']","",87,9.30769230769231,42,4,7,13
1897,69,350,"Dead Hand Control","Baio","2021-01-29","The third full-length solo release for the Vampire Weekend bassist was recorded in London and Los Angeles.",2021,2.91,"Indie Pop
Alternative Dance","English","['Dead Hand Control', 'Endless Me, Endlessly', ""What Do You Say When I'm Not There?"", 'Dead Hand', 'Take It from Me', 'Caisse Noire', 'Never Never Never', 'O.M.W.']","['#526c49', '#644b2c', '#747242', '#de6341', '#85573f', '#216649', '#005c51', '#b07d3e']","",123,12.375,25,5,11,8
1898,69,351,"It Won't Always Be like This","Inhaler","2021-07-09","The debut full-length release for the Irish indie rock band led by Elijah Hewson (the eldest son of U2's Bono) was produced by Anthony Genn.",2021,3.35,"Post-Punk Revival
New Wave","","[""It Won't Always Be Like This"", 'Oklahoma (Late Night Version)']","['#9c9c9c', '#c3c3c3', '#7a7a7a', '#959595', '#656565', '#959595']","",35,48.4545454545455,58,40,46,11
1899,69,352,"Uppers","TV Priest","2021-02-05","The debut full-length release for the London-based post-punk quartet that includes Charlie Drinkwater, Alex Sprogis, Nic Smith, and Ed Kelland was self-produced.",2021,3.15,"Post-Punk
Art Punk","","['The Big Curve', 'Press Gang', 'Leg Room', 'Journal of a Plague Year', 'History Week', 'Decoration', 'Slideshow', 'Fathers and Sons', 'The Ref', 'Powers of Ten', 'This Island', 'Saintless']","['#7f7f87', '#92929a', '#bf5233', '#656668']","#1,029 for 2021",423,18.1666666666667,34,12,16,12
1900,69,353,"When You See Yourself","Kings of Leon","2021-03-05","The first full-length release since 2016's Walls for the Southern rock band was produced by Markus Dravs.",2021,2.99,"Indie Rock
Southern Rock, Post-Punk Revival","English","['When You See Yourself, Are You Far Away', 'The Bandit', '100,000 People', 'Stormy Weather', 'A Wave', 'Golden Restless Age', 'Time in Disguise', 'Supermarket', 'Claire & Eddie', 'Echoing', 'Fairytale']","['#b9b2a6', '#999b9a', '#565656', '#b9b0a1', '#9fa09b', '#8d8c87', '#6f6d5e']","#1,281 for 2021",883,49.2727272727273,55,42,51,11
1901,69,354,"Solar Power","Lorde","2021-08-20","The New Zealand pop star's third studio album finds her working again with producer Jack Antonoff. For environmental reasons, she has opted against a physical CD release in favor of a digital download.",2021,3.01,"Folk Pop, Indie Pop
Sunshine Pop, Baggy","English","['Solar Power']","['#84b6db', '#a6babd', '#aed9ec', '#91440e', '#488dce', '#8d4608', '#5a7da7']","#580 for 2021",1815,55.25,67,46,54,12
1902,69,355,"Hideaway","Wavves","2021-07-16","The seventh full-length studio release for the San Diego rock band led by Nathan Williams was produced by Dave Sitek.",2021,2.85,"Indie Surf
Pop Punk, Power Pop, Garage Punk","","['Thru Hell', 'Hideaway', 'Help Is on the Way', 'Sinking Feeling', 'Honeycomb', 'The Blame', 'Marine Life', 'Planting a Garden', 'Caviar']","['#da984e', '#bea5b1', '#c25a8b', '#c8bec9']","#1,555 for 2021",449,25.6666666666667,40,20,24,9
1903,68,356,"Live Life Fast","Roddy Ricch","2021-12-17","The latest full-length release for the Compton rapper features guest appearances from 21 Savage, Fivio Foreign, Jamie Foxx, Future, Gunna, Alex Isley, Kodak Black, Lil Baby, Takeoff, and Ty Dolla $ign,",2021,2.27,"Pop Rap, Trap, West Coast Hip Hop
Contemporary R&B","English","['LLF', 'Thailand', 'All Good', 'Rollercoastin', 'Hibachi', 'Paid My Dues', 'Crash the Party', 'No Way', 'Slow It Down', 'Man Made', 'Murda One', 'Everything You Need', 'Moved to Miami', 'Don’t I', ""Bibi's Interlude"", 'More Than a Trend', 'Late at Night', '25 Million']","['#7a7d7a', '#7a7b7a', '#b9c8c3', '#667675']","",1055,52.5555555555556,71,40,49.5,18
1904,67,357,"Van Weezer","Weezer","2021-05-07","The 15th full-length studio release for the alternative rock band finally arrives after being delayed by nearly a year.",2021,2.49,"Power Pop, Alternative Rock
AOR, Hard Rock, Glam Metal","English","['Hero', 'All the Good Ones', 'The End of the Game', 'I Need Some of That', 'Beginning of the End', 'Blue Dream', '1 More Hit', 'Sheila Can Do It', 'She Needs Me', 'Precious Metal Girl']","['#877da0', '#a1859c', '#ba99b4', '#b8b8b8', '#aea4bd', '#92858e', '#868cac', '#652d76', '#49346c', '#bc87bb']","",4089,36.5,43,29,36,10
1905,67,358,"Bodies","AFI","2021-06-11","The 11th full-length studio release for the California rock quartet led by Davey Havok was produced by the band's guitarist, Jade Puget.",2021,2.9,"Alternative Rock, New Wave
Gothic Rock, New Wave, Post-Punk Revival","English","['Twisted Tongues', 'Far Too Near', 'Dulceria', 'On Your Back', 'Escape From Los Angeles', 'Begging for Trouble', 'Back From the Flesh', 'Looking Tragic', 'Death of the Party', 'No Eyes', 'Tied to a Tree']","['#aeafb1', '#626365', '#7d7d7f', '#919193']","#1,475 for 2021",362,34,37,30,35,11
1906,67,359,"In Another World","Cheap Trick","2021-04-09","The 20th full-length studio release for the rock band was produced with Julian Raymond.",2021,3.29,"Power Pop
Hard Rock","English","['The Summer Looks Good on You', 'Quit Waking Me Up', 'Another World', 'Boys & Girls & Rock n Roll', 'The Party', 'Final Days', 'So It Goes', 'Light Up the Fire', 'Passing Through', ""Here's Looking at You"", 'Another World (Reprise)', ""I'll See You Again"", 'Gimme Some Truth']","['#cacaca', '#7f7f81', '#7a7a7c', '#4abad0', '#949e9f', '#bdbdbd', '#c1c1c1', '#72838b', '#9a9a9a', '#1287b2']","#1,333 for 2021",181,15.6153846153846,28,11,14,13
1907,66,360,"Imposter","Dave Gahan & the Soulsavers","2021-11-12","The third full-length release for the collaboration between Dave Gahan and Soulsavers is a rock covers.",2021,2.87,"Alternative Rock, Adult Contemporary
Gospel, Country Rock","English","['The Dark End of the Street', 'Strange Religion', 'Lilac Wine', 'I Held My Baby Last Night', 'A Man Needs a Maid', 'Metal Heart', 'Shut Me Down', 'Where My Love Lies Asleep', 'Smile', 'The Desperate Kingdom of Love', 'Not Dark Yet', 'Always on My Mind']","['#7f8180', '#92918f', '#bfbfbf', '#9a968a', '#59564d', '#555347']","",163,30.5,40,25,29.5,12
