"Metacritic_Score","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year"
83,"PAINLESS","Nilüfer Yanya",2022-03-04,"London-based singer-songwriter Nilüfer Yanya worked with Wilma Archer, Jazzi Bobbi, Bullion, and Andrew Sarlo for her second full-length release.",8.5,2022
83,"Past Life Regression","Papercuts",2022-04-01,"The seventh full-length release for the Jason Quever-led project Papercuts was self-recorded.",NA,2022
83,"Blue Water Road","Kehlani",2022-04-29,"The third full-length studio release for R&B singer-songwriter Kehlani features guest appearances from Ambré, Justin Bieber, Blxst, Jessie Reyez, Syd, and Thundercat.",8.7,2022
83,"Laurel Hell","Mitski",2022-02-04,"The sixth full-length release for New York City indie artist Mitski was produced by Patrick Hyland.",8.5,2022
83,"Expert in a Dying Field","The Beths",2022-09-16,"The third full-length release for the New Zealand indie-pop was partially completed on tour and remotely due to the COVID-19 pandemic lockdown.",8.4,2022
83,"The Boy Named If","Elvis Costello & the Imposters",2022-01-14,"The latest full-length release from Elvis Costello And The Imposters features a guest appearance from Nicole Atkins.",8.1,2022
83,"Farm to Table","Bartees Strange",2022-06-17,"The second full-length release for Washington D.C.-based Bartees Strange is his first on the 4AD label.",8,2022
83,"Few Good Things","Saba",2022-02-04,"The third full-length release for Chicago rapper Saba features guest appearances from 6LACK, Black Thought, Cheflee, Daoud, Fousheé, G Herbo, Eryn Allen Kane, Krayzie Bone, Mereba, Pivot Gang, Smino, and Benjamin Earl Turner.",8.4,2022
83,"Two Ribbons","Let's Eat Grandma",2022-04-29,"The third full-length release for the British duo Let's Eat Grandma was produced with David Wrench.",8.2,2022
83,"Cheat Codes","Danger Mouse",2022-08-12,"The debut full-length release for the collaboration between The Roots' Black Thought and Danger Mouse features guest appearances from A$AP Rocky, Dylan Cartlidge, Conway the Machine, Joey Bada$$, Kid Sister, Michael Kiwanuka, MF DOOM, Raekwon, Run The Jewels, and Russ.",8.3,2022
83,"Sonancy","Loop",2022-03-25,"The first full-length release for British rock band Loop in over 30 years features a new line-up led by Robert Hampson.",NA,2022
82,"Profound Mysteries","Röyksopp",2022-04-29,"The first full-length release in eight years for Norwegian electronic duo Röyksopp features guest appearances from Alison Goldfrapp, Beki Mari, Pixx, and Susanne Sundfør.",8.9,2022
82,"Reset","Panda Bear",2022-08-12,"The debut full-length release for the collaboration between Panda Bear & Sonic Boom was inspired by and features samples from pop songs of the 1950s and '60s.",7.9,2022
82,"The Theory of Whatever","Jamie T",2022-07-22,"The fifth full-length release for British indie singer-songwriter Jamie T was produced by Hugo White.",8.3,2022
82,"Ramona Park Broke My Heart","Vince Staples",2022-04-08,"The fifth full-length studio release for Long Beach rapper Vince Staples features guest appearances from Lil Baby, Mustard and Ty Dolla $ign.",8.2,2022
82,"Viva Las Vengeance","Panic! At the Disco",2022-08-19,"The seventh full-length release for Brendon Urie's solo music project 	Panic! At the Disco was recorded live to tape with Jake Sinclair and Mike Viola.",6.4,2022
82,"Warm Chris","Aldous Harding",2022-03-25,"The fourth full-length release for Cardiff-based New Zealand singer-songwriter Aldous Harding was recorded in Wales and produced by John Parish.",8.3,2022
82,"COPINGMECHANISM","Willow",2022-10-07,"The fifth full-length solo release for Willow features a guest appearance from Yves Tumor.",7.2,2022
82,"Back Home","Big Joanie",2022-11-04,"The second full-length release for London-based DIY punk trio Big Joanie was produced and mixed by Margo Broom.",NA,2022
82,"Arkhon","Zola Jesus",2022-06-24,"The sixth full-length studio release for synth-pop artist Zola Jesus was produced by Randall Dunn.",NA,2022
82,"Broken Hearts Club","Syd",2022-04-08,"The second full-length release for Los Angeles R&B artist Syd features guest appearances from Kehlani, Lucky Daye and Smino.",NA,2022
82,"Premonition","White Lung",2022-12-02,"The first new full-length album for Canadian punk band White Lung in five years was produced by Jesse Gander and was announced as its last.",NA,2022
82,"Chloe and the Next 20th Century","Father John Misty",2022-04-08,"The fifth full-length release for Josh Tillman as Father John Misty was produced with Jonathan Wilson.",8.1,2022
82,"Labyrinthitis","Destroyer",2022-03-25,"The latest full-length release for Dan Bejar-led band Destroyer was produced and mixed by John Collins.",8,2022
82,"The Car","Arctic Monkeys",2022-10-21,"The seventh full-length studio release for British rock band Arctic Monkeys was produced by James Ford.",8.2,2022
82,"Versions of Modern Performance","Horsegirl",2022-06-03,"The debut full-length release for Chicago noise rock trio Horsegirl was recorded by John Agnello.",4.9,2022
82,"Cool It Down","Yeah Yeah Yeahs",2022-09-30,"The first new full-length studio release in nine years for New York City indie rock band Yeah Yeah Yeahs features a guest appearance from Perfume Genius.",8,2022
82,"Gifted","Koffee",2022-03-25,"The debut full-length release for the Jamaican reggae artist Koffee features production with JAE5 and Frank Dukes.",7.5,2022
82,"Fever Dreams, Pts. 1-4","Johnny Marr",2022-02-25,"The fourth full-length solo studio release for former Smiths guitarist Johnny Marr was recorded during the COVID-19 lockdown with half of the tracks released on two EPs (Fever Dreams Pt. 1 and 2) in 2021.",8.5,2022
82,"Reason in Decline","Archers of Loaf",2022-10-21,"This is the first full-length studio release for indie rock band Archers Of Loaf since 1998's White Trash Heroes.",7,2022
82,"Muna","MUNA",2022-06-24,"The third full-length release for Los Angeles indie pop trio MUNA features a guest appearance from Phoebe Bridgers.",6.6,2022
82,"See You in the Stars","The Lightning Seeds",2022-10-14,"The first full-length studio album in over 12 years for British rock band Lightning Seeds features songs co-written with The Special's Terry Hall and Coral's James Skelly.",NA,2022
82,"Preacher's Daughter","Ethel Cain",2022-05-13,"The debut full-length release for Alabama-based singer-songwriter Ethel Cain was self-produced.",7.9,2022
82,"Shufflemania","Robyn Hitchcock",2022-10-21,"The first new solo studio release in five years for British singer-songwriter Robyn Hitchcock features contributions from such artists as Johnny Marr, Sean Ono Lennon, Pat Sansone, Eric Slick Kimberley Rew, and Morris Windsor of The Soft Boys.",6.6,2022
82,"Anywhere But Here","Sorry",2022-10-07,"The second full-length studio release for London-based band Sorry was recorded with Portishead’s Adrian Utley.",6.4,2022
82,"Asphalt Meadows","Death Cab for Cutie",2022-09-16,"The 10th full-length studio release for indie/alternative rock band Death Cab For Cutie was produced by John Congleton.",8.4,2022
82,"Cherry","Daphni",2022-10-07,"The first full-length for Dan Snaith 's Daphni project since 2017's Joli Mai includes the use of an ARP 2600 synthesizer.",NA,2022
82,"Cave World","Viagra Boys",2022-07-08,"The third full-length release for Swedish post-punk band Viagra Boys was produced by Pelle Gunnerfeldt and DJ Haydn.",8.4,2022
82,"Hyper-Dimensional Expansion Beam","The Comet Is Coming",2022-09-23,"The London-based trio recorded improvisations over four days for its third full-length release.",NA,2022
82,"Fear Fear","Working Men's Club",2022-07-15,"The second full-length release for British synth-rock band Working Men's Club was produced by Ross Orton.",NA,2022
82,"Sound of the Morning","Katy J Pearson",2022-07-08,"The second full-length release for British singer-songwriter was co-produced by co-produced by Ali Chant and Dan Carey.",NA,2022
82,"Being Funny In A Foreign Language","The 1975",2022-10-14,"The fifth full-length studio release for British rock band The 1975 was produced with Jack Antonoff.",7.7,2022
81,"Denim & Diamonds","Nikki Lane",2022-09-23,"The first full-length release in five years for country artist Nikki Lane was produced by Queens Of The Stone Age's Josh Homme.",NA,2022
81,"God Don't Make Mistakes","Conway the Machine",2022-02-25,"The latest full-length solo release for Buffalo rapper Conway The Machine features guest appearances from 7xvethegenius, Benny The Butcher, Lil Wayne, Novel, Keisha Plum, Annette Price, Rick Ross, Jill Scott, Beanie Sigel, Jae Skeese, T.I., and Westside Gunn.",8.3,2022
81,"Heavy Pendulum","Cave In",2022-05-20,"The seventh full-length studio release for the Boston-based post-hardcore band was produced by Kurt Ballou and is its first with new bassist Converge's Nate Newton.",NA,2022
81,"Music for Four Guitars","Bill Orcutt",2022-09-02,"The latest full-length solo release for guitarist Bill Orcutt was recorded in San Francisco.",NA,2022
81,"Waterslide, Diving Board, Ladder to the Sky","Porridge Radio",2022-05-20,"The third full-length release for British indie rock quartet Porridge Radio was co-produced by Tom Carmichael with the band's own singer Dana Margolin and drummer Sam Yardley.",8.2,2022
81,"Loose Future","Courtney Marie Andrews",2022-10-07,"The eighth full-length release for singer-songwriter Courtney Marie Andrews features contributions Chris Bear, Josh Kaufman, Dan Lead, Colin Nealis, Sam Owens, Jared Samuels, and Austin Vaughn.",5.1,2022
81,"When the Wind Forgets Your Name","Built to Spill",2022-09-09,"The latest full-length release for indie rock band Built to Spill features Oruã's Le Almeida and João Casaes.",NA,2022
81,"I Walked with You a Ways","Plains",2022-10-14,"The debut full-length release for Waxahatchee's Katie Crutchfield and Jess Williamson as Plains was recorded in Durham, North Carolina with collaborator and producer Brad Cook.",6.5,2022
81,"Reason to Smile","Kojey Radical",2022-03-11,"The debut full-length release from British artist Kojey Radical features guest appearances from Cashh, Ego Ella May, hakka, Kelis, Lex Amor, Knucks, Masego, Rexx Life Raj, Tiana Major9,  Shaé Universe, and Wretch 32.",NA,2022
81,"Regards/Uklony dla Boguslaw Schaeffer","Matmos",2022-05-20,"The latest full-length release for experimental electronic duo Matmos features recordings from Polish electronic artist Bogusław Schaeffer.",NA,2022
81,"The Ruby Cord","Richard Dawson",2022-11-18,"The latest full-length solo release for British singer-songwriter Richard Dawson is the final part of his time-travelling trilogy of albums that began with 2017's Peasant.",NA,2022
81,"Bronco","Orville Peck",2022-04-08,"The second full-length release for the masked Canadian country artist Orville Peck was inspired in part by '70s country and California psychedelic rock music.",8.4,2022
81,"Zeit","Rammstein",2022-04-29,"When Rammstein's tour was postponed by the COVID-19 pandemic, they started writing and recording this eighth studio release during the lockdowns.",8.6,2022
81,"See Through You","A Place to Bury Strangers",2022-02-04,"The sixth full-length release for the Brooklyn post-punk band A Place to Bury Strangers is its first LP with John Fedowitz and Sandra Fedowitz.",NA,2022
81,"Misadventures of Doomscroller","Dawes",2022-07-22,"The eighth full-length studio release for Los Angeles folk rock band Dawes was produced by Jonathon Wilson.",NA,2022
81,"Visitor","Empath",2022-02-11,"The second full-length release for the Philadelphia noise-pop band Empath was produced by Unknown Mortal Orchestra's Jake Portrait.",NA,2022
81,"W","Boris",2022-01-21,"The latest full-length release from the Japanese post-rock band Boris is its first on the Sacred Bones label.",NA,2022
81,"The Gods We Can Touch","Aurora",2022-01-21,"The third full-length studio release for the Norwegian pop artist AURORA features a guest appearance from Pomme.",8.8,2022
81,"My Boy","Marlon Williams",2022-09-09,"The third full-length release for the New Zealand singer-songwriter Marlon Williams was co-produced by Tiny Ruins guitarist Tom Healy.",NA,2022
80,"ILYSM","Wild Pink",2022-10-14,"The fourth full-length release for New York indie rock band Wild Pink features contributions from such artists as Julien Baker, Mike Brenner, Samantha Crain, J Mascis, Peter Silberman, Julia Steiner, Ryley Walker, and Yasmin Williams.",8.7,2022
80,"Gemini Rights","Steve Lacy",2022-07-15,"The second full-length solo studio release for producer/The Internet guitarist Steve Lacy features guest appearances from Fousheé and Matt Martians.",8.2,2022
80,"Surrender","Maggie Rogers",2022-07-29,"The second full-length major label release for singer-songwriter Maggie Rogers was co-produced with Kid Harpoon.",8.4,2022
80,"Caprisongs [Mixtape]","FKA twigs",2022-01-14,"The first mixtape from FKA twigs features guest appearances from Dystopia, Rema, Pa Salieu, Shygirl, Jorja Smith, Unknown T, and The Weeknd.",8.4,2022
80,"The Mars Volta","The Mars Volta",2022-09-16,"The first new full-length studio release in 10 years for progressive rock duo The Mars Volta features Caribbean rhythms.",7.9,2022
80,"Palomino","First Aid Kit",2022-11-04,"The fifth full-length studio release for Swedish folk duo First Aid Kit was recorded with Daniel Bengtson.",7.8,2022
80,"Living Sky","Sun Ra Arkestra",2022-10-07,"The latest full-length release for jazz group Sun Ra Arkestra without Sun Ra (who passed away in 1993) features three compositions from bandleader saxophonist Marshall Allen and its first on the Omni Sound label.",NA,2022
